1938056729
Resize
1683209337386 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 200.0, coordinate hash:1938056729
1683209360566 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 297.0, y: 245.0, coordinate hash:1938056729
1683209360566 class dk.sdu.group.one.player.Player, x: 297.0, y: 245.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185
1683209360566 class dk.sdu.group.one.player.Player, x: 297.0, y: 245.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360581 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185 has collided with class dk.sdu.group.one.player.Player, x: 299.0, y: 247.0, coordinate hash:1938056729
1683209360581 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 299.0, y: 247.0, coordinate hash:1938056729
1683209360581 class dk.sdu.group.one.player.Player, x: 299.0, y: 247.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185
1683209360581 class dk.sdu.group.one.player.Player, x: 299.0, y: 247.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360588 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185 has collided with class dk.sdu.group.one.player.Player, x: 301.0, y: 249.0, coordinate hash:1938056729
1683209360588 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 301.0, y: 249.0, coordinate hash:1938056729
1683209360589 class dk.sdu.group.one.player.Player, x: 301.0, y: 249.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185
1683209360589 class dk.sdu.group.one.player.Player, x: 301.0, y: 249.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360591 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185 has collided with class dk.sdu.group.one.player.Player, x: 303.0, y: 251.0, coordinate hash:1938056729
1683209360592 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 303.0, y: 251.0, coordinate hash:1938056729
1683209360592 class dk.sdu.group.one.player.Player, x: 303.0, y: 251.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 240.0, coordinate hash:1970881185
1683209360592 class dk.sdu.group.one.player.Player, x: 303.0, y: 251.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360606 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 305.0, y: 253.0, coordinate hash:1938056729
1683209360606 class dk.sdu.group.one.rock.Rock, x: 320.0, y: 240.0, coordinate hash:1725017993 has collided with class dk.sdu.group.one.player.Player, x: 305.0, y: 253.0, coordinate hash:1938056729
1683209360606 class dk.sdu.group.one.player.Player, x: 305.0, y: 253.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360606 class dk.sdu.group.one.player.Player, x: 305.0, y: 253.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 320.0, y: 240.0, coordinate hash:1725017993
1683209360614 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 307.0, y: 255.0, coordinate hash:1938056729
1683209360614 class dk.sdu.group.one.rock.Rock, x: 320.0, y: 240.0, coordinate hash:1725017993 has collided with class dk.sdu.group.one.player.Player, x: 307.0, y: 255.0, coordinate hash:1938056729
1683209360614 class dk.sdu.group.one.player.Player, x: 307.0, y: 255.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360614 class dk.sdu.group.one.player.Player, x: 307.0, y: 255.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 320.0, y: 240.0, coordinate hash:1725017993
1683209360616 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 309.0, y: 257.0, coordinate hash:1938056729
1683209360617 class dk.sdu.group.one.player.Player, x: 309.0, y: 257.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360630 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 311.0, y: 259.0, coordinate hash:1938056729
1683209360631 class dk.sdu.group.one.player.Player, x: 311.0, y: 259.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360639 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 313.0, y: 261.0, coordinate hash:1938056729
1683209360639 class dk.sdu.group.one.player.Player, x: 313.0, y: 261.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360642 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 315.0, y: 263.0, coordinate hash:1938056729
1683209360642 class dk.sdu.group.one.player.Player, x: 315.0, y: 263.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360655 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 317.0, y: 265.0, coordinate hash:1938056729
1683209360656 class dk.sdu.group.one.player.Player, x: 317.0, y: 265.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360664 class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581 has collided with class dk.sdu.group.one.player.Player, x: 319.0, y: 267.0, coordinate hash:1938056729
1683209360664 class dk.sdu.group.one.player.Player, x: 319.0, y: 267.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 304.0, y: 256.0, coordinate hash:1250391581
1683209360740 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 272.0, coordinate hash:140799417 has collided with class dk.sdu.group.one.player.Player, x: 337.0, y: 285.0, coordinate hash:1938056729
1683209360740 class dk.sdu.group.one.player.Player, x: 337.0, y: 285.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 272.0, coordinate hash:140799417
1683209360743 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 272.0, coordinate hash:140799417 has collided with class dk.sdu.group.one.player.Player, x: 339.0, y: 287.0, coordinate hash:1938056729
1683209360743 class dk.sdu.group.one.player.Player, x: 339.0, y: 287.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 272.0, coordinate hash:140799417
1683209360756 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 341.0, y: 289.0, coordinate hash:1938056729
1683209360756 class dk.sdu.group.one.player.Player, x: 341.0, y: 289.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360764 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 343.0, y: 291.0, coordinate hash:1938056729
1683209360764 class dk.sdu.group.one.player.Player, x: 343.0, y: 291.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360768 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 345.0, y: 293.0, coordinate hash:1938056729
1683209360768 class dk.sdu.group.one.player.Player, x: 345.0, y: 293.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360781 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 347.0, y: 295.0, coordinate hash:1938056729
1683209360782 class dk.sdu.group.one.player.Player, x: 347.0, y: 295.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360789 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 349.0, y: 297.0, coordinate hash:1938056729
1683209360789 class dk.sdu.group.one.player.Player, x: 349.0, y: 297.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360794 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 351.0, y: 299.0, coordinate hash:1938056729
1683209360794 class dk.sdu.group.one.player.Player, x: 351.0, y: 299.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360805 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 353.0, y: 301.0, coordinate hash:1938056729
1683209360806 class dk.sdu.group.one.player.Player, x: 353.0, y: 301.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360813 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 355.0, y: 303.0, coordinate hash:1938056729
1683209360814 class dk.sdu.group.one.player.Player, x: 355.0, y: 303.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360817 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 357.0, y: 305.0, coordinate hash:1938056729
1683209360817 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 357.0, y: 305.0, coordinate hash:1938056729
1683209360818 class dk.sdu.group.one.player.Player, x: 357.0, y: 305.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360818 class dk.sdu.group.one.player.Player, x: 357.0, y: 305.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360831 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 358.0, y: 307.0, coordinate hash:1938056729
1683209360831 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 358.0, y: 307.0, coordinate hash:1938056729
1683209360831 class dk.sdu.group.one.player.Player, x: 358.0, y: 307.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360831 class dk.sdu.group.one.player.Player, x: 358.0, y: 307.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360838 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 358.0, y: 309.0, coordinate hash:1938056729
1683209360838 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 358.0, y: 309.0, coordinate hash:1938056729
1683209360839 class dk.sdu.group.one.player.Player, x: 358.0, y: 309.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360839 class dk.sdu.group.one.player.Player, x: 358.0, y: 309.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360843 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 357.0, y: 311.0, coordinate hash:1938056729
1683209360843 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 357.0, y: 311.0, coordinate hash:1938056729
1683209360843 class dk.sdu.group.one.player.Player, x: 357.0, y: 311.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360843 class dk.sdu.group.one.player.Player, x: 357.0, y: 311.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360856 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 355.0, y: 313.0, coordinate hash:1938056729
1683209360856 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 355.0, y: 313.0, coordinate hash:1938056729
1683209360856 class dk.sdu.group.one.player.Player, x: 355.0, y: 313.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360856 class dk.sdu.group.one.player.Player, x: 355.0, y: 313.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360863 class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371 has collided with class dk.sdu.group.one.player.Player, x: 353.0, y: 315.0, coordinate hash:1938056729
1683209360863 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 353.0, y: 315.0, coordinate hash:1938056729
1683209360864 class dk.sdu.group.one.player.Player, x: 353.0, y: 315.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 368.0, y: 320.0, coordinate hash:1181869371
1683209360864 class dk.sdu.group.one.player.Player, x: 353.0, y: 315.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360866 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 351.0, y: 317.0, coordinate hash:1938056729
1683209360866 class dk.sdu.group.one.player.Player, x: 351.0, y: 317.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360880 class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398 has collided with class dk.sdu.group.one.player.Player, x: 349.0, y: 319.0, coordinate hash:1938056729
1683209360881 class dk.sdu.group.one.player.Player, x: 349.0, y: 319.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 352.0, y: 304.0, coordinate hash:926370398
1683209360955 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 331.0, y: 337.0, coordinate hash:1938056729
1683209360956 class dk.sdu.group.one.player.Player, x: 331.0, y: 337.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209360964 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 329.0, y: 339.0, coordinate hash:1938056729
1683209360964 class dk.sdu.group.one.player.Player, x: 329.0, y: 339.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209360968 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 327.0, y: 341.0, coordinate hash:1938056729
1683209360968 class dk.sdu.group.one.player.Player, x: 327.0, y: 341.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209360981 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 325.0, y: 343.0, coordinate hash:1938056729
1683209360981 class dk.sdu.group.one.player.Player, x: 325.0, y: 343.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209360988 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 323.0, y: 345.0, coordinate hash:1938056729
1683209360989 class dk.sdu.group.one.player.Player, x: 323.0, y: 345.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209360992 class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715 has collided with class dk.sdu.group.one.player.Player, x: 321.0, y: 347.0, coordinate hash:1938056729
1683209360993 class dk.sdu.group.one.player.Player, x: 321.0, y: 347.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 336.0, y: 352.0, coordinate hash:767010715
1683209361214 class dk.sdu.group.one.player.Player, x: 271.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361215 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 271.0, y: 374.0, coordinate hash:1938056729
1683209361219 class dk.sdu.group.one.player.Player, x: 269.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361219 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 269.0, y: 374.0, coordinate hash:1938056729
1683209361231 class dk.sdu.group.one.player.Player, x: 267.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361231 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 267.0, y: 374.0, coordinate hash:1938056729
1683209361239 class dk.sdu.group.one.player.Player, x: 265.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361239 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 265.0, y: 374.0, coordinate hash:1938056729
1683209361241 class dk.sdu.group.one.player.Player, x: 263.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361241 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 263.0, y: 374.0, coordinate hash:1938056729
1683209361256 class dk.sdu.group.one.player.Player, x: 261.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361256 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 261.0, y: 374.0, coordinate hash:1938056729
1683209361264 class dk.sdu.group.one.player.Player, x: 259.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361264 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 259.0, y: 374.0, coordinate hash:1938056729
1683209361267 class dk.sdu.group.one.player.Player, x: 257.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361267 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 257.0, y: 374.0, coordinate hash:1938056729
1683209361281 class dk.sdu.group.one.player.Player, x: 255.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361281 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 255.0, y: 374.0, coordinate hash:1938056729
1683209361289 class dk.sdu.group.one.player.Player, x: 253.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361289 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 253.0, y: 374.0, coordinate hash:1938056729
1683209361295 class dk.sdu.group.one.player.Player, x: 251.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361295 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 251.0, y: 374.0, coordinate hash:1938056729
1683209361305 class dk.sdu.group.one.player.Player, x: 249.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361306 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 249.0, y: 374.0, coordinate hash:1938056729
1683209361314 class dk.sdu.group.one.player.Player, x: 247.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361314 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 247.0, y: 374.0, coordinate hash:1938056729
1683209361318 class dk.sdu.group.one.player.Player, x: 245.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361318 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 245.0, y: 374.0, coordinate hash:1938056729
1683209361331 class dk.sdu.group.one.player.Player, x: 243.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361331 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 243.0, y: 374.0, coordinate hash:1938056729
1683209361339 class dk.sdu.group.one.player.Player, x: 241.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793
1683209361339 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 256.0, y: 368.0, coordinate hash:110431793 has collided with class dk.sdu.group.one.player.Player, x: 241.0, y: 374.0, coordinate hash:1938056729
1683209361418 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 223.0, y: 374.0, coordinate hash:1938056729
1683209361418 class dk.sdu.group.one.player.Player, x: 223.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361431 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 221.0, y: 374.0, coordinate hash:1938056729
1683209361432 class dk.sdu.group.one.player.Player, x: 221.0, y: 374.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361439 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 219.0, y: 373.0, coordinate hash:1938056729
1683209361439 class dk.sdu.group.one.player.Player, x: 219.0, y: 373.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361442 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 217.0, y: 371.0, coordinate hash:1938056729
1683209361443 class dk.sdu.group.one.player.Player, x: 217.0, y: 371.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361455 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 215.0, y: 369.0, coordinate hash:1938056729
1683209361456 class dk.sdu.group.one.player.Player, x: 215.0, y: 369.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361464 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 213.0, y: 367.0, coordinate hash:1938056729
1683209361464 class dk.sdu.group.one.player.Player, x: 213.0, y: 367.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887
1683209361468 class dk.sdu.group.one.rock.Rock, x: 208.0, y: 368.0, coordinate hash:192794887 has collided with class dk.sdu.group.one.player.Player, x: 211.0, y: 365.0, coordinate hash:1938056729
